,data,Inv_CINEMA,Impr_CINEMA,Inv_CONNECTEDTV,Impr_CONNECTEDTV,Inv_DISPLAY,Impr_DISPLAY,Inv_OOH,Impr_OOH,Inv_OPENTV,Impr_OPENTV,Inv_PAIDTV,Impr_PAIDTV,Inv_PROGRAMATICA,Impr_PROGRAMATICA,Inv_RADIO,Impr_RADIO,Inv_REVISTA,Impr_REVISTA,Inv_SEARCH,Impr_SEARCH,Inv_SOCIAL,Impr_SOCIAL,Inv_YOUTUBE,Impr_YOUTUBE,ipca,desemprego,indice_confianca_consumidor,leads
420,2024-02-25,0,0,621.29,56199,"56,427.37",9521809,"70,082.49",0,"137,044.16",0,"7,650",0,"29,837.56",7343773,0,0,0.00,0,"62,282.28",125297,"121,985.79",14610843,351.7982,59045,0.0084,0.079,138.22,205
421,2024-02-26,0,0,564.43,51056,"47,942.01",8582246,"70,082.49",0,"43,175.33",0,"7,488",0,"26,127.41",6323751,0,0,0.00,0,"75,342.02",132529,"86,272.32",10282596,347.3505,78979,0.0084,0.079,138.22,192
422,2024-02-27,0,0,490.50,44368,"47,729.84",11294072,"70,082.49",0,"14,001.31",0,"116,565.84",0,"26,444.70",6749743,0,0,0.00,0,"82,001.06",139355,"77,609.79",8786625,348.5533,102323,0.0084,0.079,138.22,207
423,2024-02-28,0,0,384.18,34751,"47,889.93",8381934,"70,082.49",0,"27,641.15",0,"130,083.98",0,"25,360.98",6278765,0,0,0.00,0,"71,329.08",123526,"56,261.93",6694081,346.9245,37721,0.0084,0.079,138.22,184
424,2024-02-29,0,0,178.55,16151,"53,066.05",9902072,"70,082.49",0,"15,597.87",0,"10,684.80",0,"18,087.48",4224718,0,0,0.00,0,"70,994.14",124408,"44,621.89",5038263,346.8872,56976,0.0084,0.079,138.22,170
425,2024-03-01,0,0,604.47,53887,"62,112.34",9770601,0,0,0.00,0,"22,835.88",829972,"68,497.23",19670853,0,0,0.00,0,"71,039.69",149398,"44,786.17",5458216,0,0,0.0071,0.079,132.52,174
426,2024-03-02,0,0,0.00,0,"65,476.05",11900458,0,0,0,0,"7,488",0,"69,538.62",17575515,0,0,0.00,0,"78,298.02",179192,"49,521.17",6170423,0,0,0.0071,0.079,132.52,152
427,2024-03-03,0,0,0.00,0,"68,228.52",11977464,0,0,0,0,"7,488",0,"66,944.02",18077249,0,0,0.00,0,"90,243.95",209164,"69,515.92",8952414,0,0,0.0071,0.079,132.52,183
428,2024-03-04,0,0,0.00,0,"67,641.96",9960505,0,0,0,0,"7,488",0,"62,733.20",18078056,0,0,0.00,0,"110,426.86",198435,"76,861.76",9334120,0,0,0.0071,0.079,132.52,214
429,2024-03-05,0,0,0.00,0,"66,551.08",8030649,0,0,0,0,"7,488",63082558,"60,931.49",15756498,0,0,0.00,0,"111,765.07",195501,"76,244.50",8672182,0,0,0.0071,0.079,132.52,212
430,2024-03-06,0,0,0.00,0,"49,450.91",7363398,0,0,0,0,0.00,0,"69,944.96",16719881,0,0,0.00,0,"111,627.24",190653,"71,625.12",8240653,0,0,0.0071,0.079,132.52,202
431,2024-03-07,0,0,0.00,0,"75,098.73",9405311,0,0,0,0,0.00,0,"67,381.08",16672436,0,0,0.00,0,"105,194.07",191776,"71,003.01",7403241,0,0,0.0071,0.079,132.52,151
432,2024-03-08,0,0,0.00,0,"58,885.11",8992075,0,0,0,0,0.00,0,"61,921.54",16691977,0,0,0.00,0,"105,406.91",189597,"86,556.33",9893265,0,0,0.0071,0.079,132.52,125
433,2024-03-09,0,0,0.00,0,"65,586.01",9316567,0,0,0,0,0.00,0,"66,245.22",17008412,0,0,0.00,0,"101,705.44",193945,"96,962.67",11148911,0,0,0.0071,0.079,132.52,154
434,2024-03-10,0,0,0.00,0,"63,563.87",10840557,0,0,0,0,0.00,0,"67,142.53",16891576,0,0,0.00,0,"94,116.83",191651,"106,201.31",13683909,0,0,0.0071,0.079,132.52,167
435,2024-03-11,0,0,0.00,0,"65,031.65",8497794,0,0,0,0,0.00,0,"64,192.38",16395855,0,0,0.00,0,"100,186.82",181210,"109,276.75",14152245,0,0,0.0071,0.079,132.52,155
436,2024-03-12,0,0,0.00,0,"63,525.97",8417498,0,0,0,0,0.00,0,"64,877.22",16484757,0,0,0.00,0,"96,144.38",179203,"111,057.95",13295733,0,0,0.0071,0.079,132.52,171
437,2024-03-13,0,0,0.00,0,"255,129.64",28617575,0,0,0,0,0.00,0,"68,915.83",16718989,0,0,0.00,0,"95,444.70",173349,"110,307.07",13289260,0,0,0.0071,0.079,132.52,206
438,2024-03-14,0,0,0.00,0,"185,221.18",24652971,0,0,0,0,0.00,0,"168,693.89",22072736,0,0,0.00,0,"95,501.49",167007,"108,084.25",12670373,0,0,0.0071,0.079,132.52,268
439,2024-03-15,0,0,0.00,0,"216,286.54",27695648,0,0,0,0,0.00,0,"64,374.53",14887368,0,0,0.00,0,"94,113.58",162698,"106,847.73",11716631,"355,364.75",47133602,0.0071,0.079,132.52,276
440,2024-03-16,0,0,0.00,0,"183,493.09",17969590,0,0,0,0,0.00,0,"62,963.52",14299373,0,0,0.00,0,"92,832.78",194177,"106,347.56",13022293,"364,020.56",60594342,0.0071,0.079,132.52,234
441,2024-03-17,0,0,0.00,0,"97,394.45",16220300,0,0,0,0,0.00,0,"64,268.49",15177172,0,0,0.00,0,"87,088.08",197632,"116,892.56",16174231,0,0,0.0071,0.079,132.52,164
442,2024-03-18,0,0,0.00,0,"127,168.05",16323831,0,0,0,0,0.00,0,"69,925.18",16799446,0,0,0.00,0,"99,661.94",192016,"103,303.94",14096781,0,0,0.0071,0.079,132.52,172
443,2024-03-19,0,0,0.00,0,"108,174.01",14317032,0,0,0,0,0.00,0,"59,757.04",14149157,0,0,0.00,0,"96,542.92",194408,"101,768.54",13444965,0,0,0.0071,0.079,132.52,182
444,2024-03-20,0,0,0.00,0,"70,176.56",12643627,0,0,0,0,0.00,0,"58,690.86",10874565,0,0,0.00,0,"96,259.19",193623,"98,134.06",12248764,0,0,0.0071,0.079,132.52,176
445,2024-03-21,0,0,0.00,0,"54,387.00",8614530,0,0,0,0,0.00,0,"54,080.04",13214887,0,0,0.00,0,"93,923.99",186291,"99,326.05",12482724,0,0,0.0071,0.079,132.52,148
446,2024-03-22,0,0,0.00,0,"92,399.21",9850407,0,0,0,0,0.00,0,"68,545.17",12274779,0,0,0.00,0,"97,383.78",187050,"95,336.25",13070599,0,0,0.0071,0.079,132.52,170
447,2024-03-23,0,0,0.00,0,"80,808.43",7464002,0,0,0,0,0.00,0,"63,741.25",11676315,0,0,0.00,0,"91,147.71",188418,"104,872.69",14823093,0,0,0.0071,0.079,132.52,145
448,2024-03-24,0,0,0.00,0,"86,908.39",9935606,0,0,0,0,0.00,0,"61,428.69",11355012,0,0,0.00,0,"87,904.84",186704,"115,151.05",17866987,0,0,0.0071,0.079,132.52,188
449,2024-03-25,0,0,0.00,0,"81,184.95",10380661,0,0,0,0,0.00,0,"59,921.07",10924595,0,0,0.00,0,"98,870.66",178782,"112,237.91",17722109,0,0,0.0071,0.079,132.52,221
450,2024-03-26,0,0,0.00,0,"77,725.52",9358605,0,0,0,0,0.00,0,"58,059.49",10158561,0,0,0.00,0,"97,862.18",179337,"113,703.18",16147331,0,0,0.0071,0.079,132.52,213
451,2024-03-27,0,0,0.00,0,"80,111.93",12316428,0,0,0,0,0.00,0,"58,037.44",10283624,0,0,0.00,0,"95,044.79",182197,"114,125.35",15560526,0,0,0.0071,0.079,132.52,201
452,2024-03-28,0,0,0.00,0,"52,897.53",7677619,0,0,0,0,0.00,0,"48,526.53",9123590,0,0,0.00,0,"97,131.32",182393,"101,247.78",13792323,0,0,0.0071,0.079,132.52,174
453,2024-03-29,0,0,0.00,0,"54,785.49",7744458,0,0,0,0,0.00,0,"45,554.59",8309033,0,0,0.00,0,"98,940.04",202509,"97,678.40",12250465,0,0,0.0071,0.079,132.52,141
454,2024-03-30,0,0,0.00,0,"58,359.79",8675307,0,0,0,0,0.00,0,"40,979.81",7644429,0,0,0.00,0,"98,882.48",195286,"88,637.92",13569307,0,0,0.0071,0.079,132.52,147
455,2024-03-31,0,0,0.00,0,"56,238.21",6863421,0,0,0,0,0.00,0,"29,379.03",5647602,0,0,0.00,0,"86,563.21",194571,"59,227.08",10251528,0,0,0.0071,0.079,132.52,136
456,2024-04-01,0,0,41.22,3789,"62,934.64",10160779,0,0,0,0,"8,736",0,"68,180.18",21597922,0,0,0.00,0,"104,857.98",219743,"15,559.02",3422112,0,0,0.0061,0.069,129.59,182
457,2024-04-02,0,0,19.17,1762,"64,177.98",10325320,0,0,0,0,"8,736",0,"67,411.45",21782204,0,0,0.00,0,"105,967.98",208499,"24,474.43",4901196,0,0,0.0061,0.069,129.59,201
458,2024-04-03,0,0,19.48,1790,"58,101.18",8519582,0,0,0,0,"8,736",0,"71,055.01",21534418,0,0,0.00,0,"105,698.41",200248,"22,929.24",4525494,0,0,0.0061,0.069,129.59,161
459,2024-04-04,0,0,19.37,1780,"53,824.56",14267498,0,0,0,0,"8,736",0,"69,009.62",20609051,0,0,0.00,0,"105,256.81",203523,"21,625.63",4068937,0,0,0.0061,0.069,129.59,226
460,2024-04-05,0,0,26.48,2434,"72,028.02",12454473,0,0,0,0,"8,736",0,"64,064.96",19287344,0,0,0.00,0,"100,688.66",181848,"47,049.46",8537052,0,0,0.0061,0.069,129.59,162
461,2024-04-06,0,0,26.38,2425,"44,886.09",8129606,0,0,0,0,"8,736",0,"63,545.51",17807031,0,0,0.00,0,"63,575.27",137646,"61,040.46",10780905,0,0,0.0061,0.069,129.59,155
462,2024-04-07,0,0,25.46,2340,"25,693.85",4083718,0,0,0,0,"8,736",0,"63,097.41",18154428,0,0,0.00,0,"40,220.63",88580,"70,307.23",12990420,0,0,0.0061,0.069,129.59,114
463,2024-04-08,0,0,25.22,2318,"48,310.73",6141239,0,0,0.00,0,"19,343.24",0,"62,104.07",20379900,0,0,0.00,0,"67,649.28",137645,"70,655.95",13270949,0,0,0.0061,0.069,129.59,175
464,2024-04-09,0,0,25.01,2299,"47,130.76",6555199,0,0,0,0,"8,736",0,"63,878.77",19789882,0,0,0.00,0,"56,962.99",128755,"69,807.82",12666156,0,0,0.0061,0.069,129.59,168
465,2024-04-10,0,0,236.14,4843,"38,275.15",9764752,0,0,0,0,"8,736",0,"59,044.41",19551397,0,0,0.00,0,"59,680.43",129142,"70,168.53",11656970,0,0,0.0061,0.069,129.59,146
466,2024-04-11,0,0,"1,535.05",21713,"48,437.90",8929848,0,0,0,0,"8,736",0,"56,306.08",17989844,0,0,0.00,0,"62,317.71",138875,"74,783.98",11095322,0,0,0.0061,0.069,129.59,155
467,2024-04-12,0,0,"4,700.33",59501,"44,108.74",7586235,0,0,0.00,0,"19,343.24",0,"70,195.02",18443766,0,0,0.00,0,"62,669.46",142894,"72,069.81",11116005,0,0,0.0061,0.069,129.59,192
468,2024-04-13,0,0,44.92,2322,"44,626.69",5235006,0,0,0.00,0,"23,086.47",0,"90,739.41",18380977,0,0,0.00,0,"59,665.68",136381,"61,688.68",10777262,0,0,0.0061,0.069,129.59,131
469,2024-04-14,0,0,31.48,2146,"49,051.89",6848132,0,0,0.00,0,"29,950.47",0,"85,472.19",19555805,0,0,0.00,0,"60,771.73",133446,"68,863.22",11877529,0,0,0.0061,0.069,129.59,165
470,2024-04-15,0,0,"25,774.30",2690,"49,375.59",8701332,0,0,0.00,0,"19,343.24",0,"56,940.87",19871448,0,0,0.00,0,"71,294.36",152273,"68,659.78",13116234,0,0,0.0061,0.069,129.59,233
471,2024-04-16,0,0,"25,942.14",4583,"41,873.72",6140122,0,0,0.00,0,"29,950.47",0,"60,377.58",17196715,0,0,0.00,0,"52,753.20",131959,"59,339.37",10756555,0,0,0.0061,0.069,129.59,208
472,2024-04-17,0,0,"25,752.77",2160,"39,475.65",4786900,0,0,0.00,0,"29,950.47",0,"56,281.51",13101242,0,0,0.00,0,"52,410.89",138151,"55,098.43",9529822,0,0,0.0061,0.069,129.59,149
473,2024-04-18,0,0,"26,374.09",9828,"30,950.68",3477948,0.00,0,"798,162.09",0,"19,343.23",8439995,"40,958.26",9158057,0,0,0.00,0,"61,528.64",135273,"44,900.05",6861571,0,0,0.0061,0.069,129.59,146
474,2024-04-19,0,0,"26,269.15",8470,"40,978.14",3340665,0.00,0,"188,378.08",0,"47,030.20",556691106,"49,694.68",9058429,"12,053.22",0,0.00,0,"77,416.13",136928,"74,192.01",8940794,"20,984.12",2557858,0.0061,0.069,129.59,223
475,2024-04-20,0,0,"26,759.75",14400,"49,557.41",4047424,0,0,0.00,0,"46,005.12",0,"138,559.59",14451850,0,0,0.00,0,"83,871.84",121906,"82,330.78",9308690,"21,801.54",2540671,0.0061,0.069,129.59,216
476,2024-04-21,0,0,"28,136.77",31205,"51,913.56",4187792,0.00,0,"820,752.87",0,"46,005.12",0,"113,118.48",12946781,0,0,0.00,0,"98,274.92",145289,"91,354.90",11323607,"22,017.16",2479158,0.0061,0.069,129.59,229
477,2024-04-22,0,0,"37,810.81",240799,"50,877.00",5505676,0.00,0,"640,366.32",0,"64,468.75",0,"125,991.11",15106329,"91,008.94",0,0.00,0,"121,900.94",180800,"250,588.35",27382554,"21,647.62",2671205,0.0061,0.069,129.59,270
478,2024-04-23,0,0,"41,691.08",314766,"95,060.53",20389923,"126,767.28",0,"655,355.76",0,"76,638.65",0,"182,099.82",19790372,"89,642.74",0,0.00,0,"131,898.81",192271,"85,808.19",8644336,"153,688.58",17847418,0.0061,0.069,129.59,216
479,2024-04-24,0,0,"39,969.64",287328,"85,841.95",21358096,"126,767.28",0,"323,578.65",0,"77,375.15",0,"1,314,377.81",77077540,"73,948.10",0,0.00,0,"135,592.37",189912,"81,518.56",8049247,"157,129.73",18525187,0.0061,0.069,129.59,235
480,2024-04-25,0,0,"69,798.94",863039,"79,224.58",19510603,"126,767.28",0,"133,609.60",0,"78,079.13",0,"89,007.31",11921999,"67,915.61",0,0.00,0,"82,685.27",126835,"81,625.51",8097921,"145,258.30",17165103,0.0061,0.069,129.59,182
481,2024-04-26,0,0,"54,565.48",573330,"86,905.61",20495062,"126,767.28",0,0.00,0,"72,301.24",0,"317,662.55",18261206,"67,460.21",0,0.00,0,"47,286.39",107362,"81,172.43",8190345,"148,540.13",17340799,0.0061,0.069,129.59,207
482,2024-04-27,0,0,"47,691.89",441912,"58,755.56",9804014,"126,767.28",0,0.00,0,"154,347.44",0,"72,087.48",9515248,0,0,0.00,0,"47,645.50",103289,"82,195.02",7604557,"11,295.62",1446187,0.0061,0.069,129.59,173
483,2024-04-28,0,0,"46,098.36",411144,"50,650.35",10994030,"126,767.28",0,0.00,0,"206,600.26",0,"64,343.41",9710272,0,0,0.00,0,"48,292.22",106315,"86,514.96",8834572,"11,123.32",1280631,0.0061,0.069,129.59,177
484,2024-04-29,0,0,"83,690.19",3524934,"57,391.26",8282345,"126,767.28",0,0.00,0,"90,243.33",1659993173,"48,601.39",7637304,0,0,0.00,0,"57,426.14",115109,"97,245.28",10083081,"24,104.25",2685917,0.0061,0.069,129.59,248
485,2024-04-30,0,0,"49,365.26",1016606,"50,396.49",7515241,"303,628.60",0,"583,214.02",0,"195,547.93",1341331095,"38,840.53",6683187,0,0,0.00,0,"74,048.02",132448,"116,410.98",11310700,"5,000.23",519570,0.0061,0.069,129.59,220
486,2024-05-01,0,0,"27,075.82",278954,"52,679.92",8499240,"161,322.69",0,0.00,0,"78,151.22",0,"102,702.09",26109352,0,0,0.00,0,"92,516.35",153077,"55,619.43",8203663,0,0,0.0023,0.069,126.46,176
487,2024-05-02,0,0,"28,567.12",358142,"95,828.68",11051170,"164,164.29",0,0.00,0,"67,006.58",0,"98,331.18",25963403,0,0,0.00,0,"92,834.36",156697,"57,015.58",8395027,0,0,0.0023,0.069,126.46,213
488,2024-05-03,0,0,"27,913.83",308443,"118,293.19",12919371,"164,164.27",0,0.00,0,"78,522.02",0,"97,479.99",23561482,0,0,0.00,0,"91,366.11",162675,"64,508.35",8526450,0,0,0.0023,0.069,126.46,241
489,2024-05-04,0,0,"27,756.47",309492,"121,349.51",13540551,"164,164.47",0,0.00,0,"120,430.38",0,"93,380.63",21982655,0,0,0.00,0,"90,611.31",161385,"79,270.41",10387915,0,0,0.0023,0.069,126.46,158
490,2024-05-05,0,0,"26,076.53",282651,"112,789.11",13574745,"164,164.27",0,"47,262.45",0,"118,915.67",0,"92,573.60",22052750,0,0,0.00,0,"95,882.46",172106,"88,704.49",12392660,0,0,0.0023,0.069,126.46,216
491,2024-05-06,0,0,"29,083.43",307315,"113,573.12",12196869,"164,164.27",0,0.00,0,"78,396.01",0,"94,742.35",22058816,0,0,0.00,0,"107,866.80",160556,"87,528.17",14519499,0,0,0.0023,0.069,126.46,260
492,2024-05-07,0,0,"31,596.07",481346,"57,677.45",6862784,"164,164.27",0,0.00,0,"69,688.17",24016245,"90,387.92",21434965,0,0,0.00,0,"111,006.21",163721,"86,485.44",12934433,0,0,0.0023,0.069,126.46,212
493,2024-05-08,0,0,"37,090.79",655438,"163,009.81",14895984,"164,164.27",0,0.00,0,"106,996.43",0,"89,652.52",21071289,0,0,0.00,0,"111,669.98",155610,"80,620.69",11482286,0,0,0.0023,0.069,126.46,181
494,2024-05-09,0,0,"30,462.48",498909,"115,034.97",13461300,"164,164.27",0,0.00,0,"110,336.06",1082907,"84,971.31",19736177,0,0,0.00,0,"103,495.32",140773,"86,817.93",10530350,0,0,0.0023,0.069,126.46,165
495,2024-05-10,0,0,"23,575.71",469168,"100,848.76",9855557,"164,164.27",0,0.00,0,"72,796.27",2477529,"87,418.45",20247943,0,0,0.00,0,"102,011.83",140305,"88,719.14",10522643,0,0,0.0023,0.069,126.46,211
496,2024-05-11,0,0,"29,016.13",464148,"101,339.77",9386000,"164,164.27",0,0.00,0,"122,124.07",0,"84,234.65",19481548,0,0,0.00,0,"100,760.44",140302,"91,242.41",10416845,0,0,0.0023,0.069,126.46,156
497,2024-05-12,0,0,"103,564.44",1295273,"104,049.65",11962344,"164,164.27",0,"434,177.50",5822049,"117,605.27",0,"84,521.66",19941489,0,0,0.00,0,"162,662.15",203113,"94,856.87",12999124,0,0,0.0023,0.069,126.46,199
498,2024-05-13,0,0,"78,271.43",10317411,"114,105.49",12542899,"172,202.55",0,0.00,0,"139,881.69",11232377,"86,671.87",19907369,0,0,0.00,0,"156,732.86",194900,"91,216.05",14422765,0,0,0.0023,0.069,126.46,248
499,2024-05-14,0,0,"34,082.72",852381,"112,763.21",14726652,"134,769.85",0,0.00,0,"67,006.57",0,"87,856.31",20346595,0,0,0.00,0,"159,426.62",190601,"98,304.12",15485456,0,0,0.0023,0.069,126.46,251
500,2024-05-15,0,0,"29,706.71",796577,"127,569.63",16650548,"49,716.28",0,"353,824.59",0,"71,752.97",0,"87,450.47",20972348,0,0,0.00,0,"171,365.59",193106,"99,898.47",14441488,0,0,0.0023,0.069,126.46,232
501,2024-05-16,0,0,"26,722.65",764265,"111,733.01",15643689,"38,640.13",0,0.00,0,"64,879.93",0,"82,035.56",21540286,0,0,0.00,0,"160,491.29",195794,"102,501.85",15556456,0,0,0.0023,0.069,126.46,244
502,2024-05-17,0,0,"33,685.61",1367781,"109,943.10",16651686,"35,798.53",0,0.00,0,"76,850.57",113452217,"77,963.40",20669350,0,0,0.00,0,"102,670.57",157527,"99,384.98",14670065,0,0,0.0023,0.069,126.46,205
503,2024-05-18,0,0,"27,611.26",931429,"95,686.41",14088999,"35,798.53",0,0.00,0,"44,141.75",0,"75,908.75",20177967,0,0,0.00,0,"107,409.05",165160,"99,865.45",13921429,0,0,0.0023,0.069,126.46,255
504,2024-05-19,0,0,"28,030.25",891139,"119,535.58",20803058,"35,798.53",0,"47,262.45",0,"40,828.31",0,"75,029.57",20050512,0,0,0.00,0,"117,197.56",174154,"101,730.43",16050392,0,0,0.0023,0.069,126.46,209
505,2024-05-20,0,0,"28,701.48",499858,"116,831.71",26334502,"35,798.53",0,0.00,0,"57,873.93",46289719,"72,208.53",19499264,0,0,0.00,0,"105,412.98",164069,"122,720.39",19688989,0,0,0.0023,0.069,126.46,243
506,2024-05-21,0,0,"34,263.47",1092568,"129,101.05",21458181,"35,798.53",0,0.00,0,"52,776.33",0,"74,061.11",19033056,0,0,0.00,0,"104,607.76",160001,"126,041.80",16750032,0,0,0.0023,0.069,126.46,261
507,2024-05-22,0,0,"31,125.42",533340,"126,248.21",18695119,"35,798.53",0,"91,440",0,"52,776.33",0,"74,477.04",18943167,0,0,0.00,0,"100,482.29",152997,"124,127.01",16766345,0,0,0.0023,0.069,126.46,247
508,2024-05-23,0,0,"34,671.49",569684,"109,666.07",15345141,"35,798.53",0,0.00,0,"52,776.33",0,"70,913.73",17849763,0,0,0.00,0,"92,607.10",161394,"123,591.38",15555523,0,0,0.0023,0.069,126.46,211
509,2024-05-24,0,0,"26,247.45",400712,"135,626.95",16645758,"35,798.53",0,0.00,0,"52,776.33",0,"70,424.89",19288716,0,0,0.00,0,"92,111.94",170234,"127,642.99",15256434,0,0,0.0023,0.069,126.46,260
510,2024-05-25,0,0,"29,594.10",482485,"122,663.90",16611996,"35,798.53",0,0.00,0,"40,828.31",0,"69,152.71",18475127,0,0,0.00,0,"100,317.34",191076,"130,682.25",16124900,0,0,0.0023,0.069,126.46,228
511,2024-05-26,0,0,"29,206.20",477997,"129,114.62",18495385,"35,798.53",0,"34,612.66",0,"40,828.31",0,"70,934.43",17889358,0,0,0.00,0,"96,047.49",187397,"136,097.72",19794046,0,0,0.0023,0.069,126.46,258
512,2024-05-27,0,0,"47,046.97",1010115,"129,226.10",16777216,"35,798.53",0,0.00,0,"52,776.33",0,"60,191.52",15002375,0,0,0.00,0,"95,851.75",176763,"128,952.19",18913010,0,0,0.0023,0.069,126.46,248
513,2024-05-28,0,0,"51,074.59",3648909,"121,533.43",14670983,"35,798.53",0,0.00,0,"52,776.33",0,"52,078.74",12218882,0,0,0.00,0,"88,765.31",177051,"128,458.12",18898308,0,0,0.0023,0.069,126.46,252
514,2024-05-29,0,0,"31,846.36",543272,"104,021.19",10819793,"21,010.66",0,0.00,0,"52,776.33",0,"46,096.70",9316124,0,0,0.00,0,"70,587.94",152202,"115,363.13",17413290,0,0,0.0023,0.069,126.46,234
515,2024-05-30,0,0,"25,093.70",425503,"89,618.09",10866872,"21,010.66",0,0.00,0,"52,776.33",0,"41,364.77",8347518,0,0,0.00,0,"73,675.42",168261,"93,019.76",13036226,0,0,0.0023,0.069,126.46,212
516,2024-05-31,0,0,"29,149.68",509142,"116,766.87",15654853,"8,038.28",0,0.00,0,"52,776.33",1951038088,"28,362.92",5842771,0,0,0.00,0,"71,091.91",158460,"88,627.14",12094556,0,0,0.0023,0.069,126.46,273
517,2024-06-01,0,0,"7,030.85",126746,"114,649.30",16155815,"42,000",0,"246,148.19",0,"402,182.75",0,"80,845.41",11609335,0,0,0.00,0,"64,193.72",147399,"47,158.73",5340112,0,0,-0.0008,0.069,127.05,210
518,2024-06-02,0,0,"7,834.23",159667,"122,492.67",17456143,0.00,0,"1,463,796.83",0,"72,521.73",0,"94,016.96",11813236,0,0,0.00,0,"65,018.30",163729,"50,432.08",6969577,0,0,-0.0008,0.069,127.05,254
519,2024-06-03,0,0,"7,460.17",123850,"125,732.56",19504244,0,0,0.00,0,"62,572.87",0,"75,969.07",11341767,0,0,0.00,0,"57,724.55",155012,"48,255.45",6645619,0,0,-0.0008,0.069,127.05,240
520,2024-06-04,0,0,"8,017.78",126544,"121,858.07",19626890,0,0,0.00,0,"97,828.05",0,"73,159.62",11804229,0,0,0.00,0,"56,364.96",145015,"46,575.44",5186744,0,0,-0.0008,0.069,127.05,233
521,2024-06-05,0,0,"13,809.85",168160,"104,396.63",16255538,0,0,0.00,0,"97,828.05",0,"72,844.22",10939917,0,0,0.00,0,"68,689.53",151808,"49,105.77",4891558,0,0,-0.0008,0.069,127.05,251
522,2024-06-06,0,0,"101,835.45",314515,"112,664.83",14810589,0,0,0.00,0,"117,852.93",0,"62,603.61",10260790,0,0,0.00,0,"75,501.13",165173,"55,221.27",5195143,0,0,-0.0008,0.069,127.05,275
523,2024-06-07,0,0,"15,857.56",193861,"104,269.39",15320475,0,0,0.00,0,"97,828.05",0,"66,462.88",10097403,0,0,0.00,0,"71,916.03",167399,"55,240.39",4969826,0,0,-0.0008,0.069,127.05,215
524,2024-06-08,0,0,"11,776.52",145085,"113,128.97",13994894,0,0,0.00,0,"65,855.15",0,"62,424.48",9433281,0,0,0.00,0,"74,760.27",195873,"56,140.77",4708785,0,0,-0.0008,0.069,127.05,225
525,2024-06-09,0,0,"16,398.21",178402,"109,761.36",13413525,0,0,0.00,0,"85,880.03",0,"75,915.04",10041052,0,0,0.00,0,"79,153.55",204199,"46,324.92",4330045,0,0,-0.0008,0.069,127.05,228
526,2024-06-10,0,0,"17,326.89",180683,"113,132.72",12367032,0.00,0,"225,579.28",0,"57,778.29",0,"68,386.68",10057498,0,0,0.00,0,"74,956.09",178743,"26,074.57",2378115,0,0,-0.0008,0.069,127.05,224
527,2024-06-11,0,0,"10,111.67",128872,"110,515.84",14427100,0.00,0,"302,933.38",0,"97,828.05",0,"89,920.28",11341972,0,0,0.00,0,"72,293.55",174687,"66,187.63",6142292,0,0,-0.0008,0.069,127.05,291
528,2024-06-12,0,0,"9,991.87",122304,"88,361.00",14723906,0.00,0,"225,579.27",0,"97,828.05",0,"84,050.99",10422518,0,0,0.00,0,"65,351.18",168120,"65,254.36",6328594,0,0,-0.0008,0.069,127.05,231
529,2024-06-13,0,0,"10,921.70",131799,"86,650.38",13668856,0.00,0,"1,507,901.91",0,"137,877.81",0,"118,740.40",12868735,0,0,0.00,0,"72,838.53",166613,"59,437.27",5550277,0,0,-0.0008,0.069,127.05,250
530,2024-06-14,0,0,"12,693.94",135488,"86,907.47",14350099,0.00,0,"148,225.18",2809674021,"97,828.05",0,"73,147.72",9386150,0,0,0.00,0,"72,853.97",155633,"59,809.25",5628565,0,0,-0.0008,0.069,127.05,251
531,2024-06-15,0,0,"9,055.78",115808,"92,409.88",10807260,0,0,0.00,0,"125,929.79",0,"79,590.57",9469753,0,0,0.00,0,"72,361.92",158270,"58,622.71",5263654,0,0,-0.0008,0.069,127.05,211
532,2024-06-16,0,0,"9,068.92",109181,"87,569.40",11705581,0,0,0.00,0,"124,057.79",0,"89,736.83",9846109,0,0,0.00,0,"71,817.80",170724,"60,970.86",6249921,0,0,-0.0008,0.069,127.05,233
533,2024-06-17,0,0,"8,950.80",104643,"89,347.13",13156687,0,0,0.00,0,"117,852.93",0,"68,952.08",9915751,0,0,0.00,0,"88,016.60",189293,"64,657.81",7583903,0,0,-0.0008,0.069,127.05,334
534,2024-06-18,0,0,"10,339.18",112027,"83,442.21",13530857,0,0,0.00,0,"117,852.93",0,"91,034.61",9556875,0,0,0.00,0,"92,407.29",182862,"63,114.07",7542504,0,0,-0.0008,0.069,127.05,296
535,2024-06-19,0,0,"23,087.69",1478507,"92,487.90",11531103,0,0,0.00,0,"137,877.81",0,"68,150.02",8013120,0,0,0.00,0,"91,150.71",176373,"62,428.09",6936628,0,0,-0.0008,0.069,127.05,280
536,2024-06-20,0,0,"9,875.16",202298,"85,911.56",10556124,0,0,0.00,0,"97,828.05",0,"60,149.90",7163197,0,0,0.00,0,"91,576.97",178978,"63,870.37",7548267,0,0,-0.0008,0.069,127.05,264
537,2024-06-21,0,0,"11,169.78",323158,"93,079.31",10183547,0,0,0.00,0,"97,828.05",0,"50,290.20",6343249,0,0,0.00,0,"91,249.59",187691,"66,060.29",7456231,0,0,-0.0008,0.069,127.05,230
