data,Inv_CONNECTEDTV,Impr_CONNECTEDTV,Inv_DISPLAY,Impr_DISPLAY,Inv_OPENTV,Impr_OPENTV,Inv_PAIDTV,Impr_PAIDTV,Inv_PROGRAMATICA,Impr_PROGRAMATICA,Inv_SEARCH,Impr_SEARCH,Inv_SOCIAL,Impr_SOCIAL,Inv_YOUTUBE,Impr_YOUTUBE,ipca,desemprego,indice_confianca_consumidor,leads
2023-11-09,17924.72,522965,59161.19,3855678,0.00,0,52923.60,0,66228.34,17132485,58296.82,120939,74053.45,7757608,0.00,0,0.0041,0.074,129.74,222
2023-11-10,21013.82,588078,69309.82,6306118,0.00,0,41840.37,0,66224.04,14993401,59269.22,127096,76205.08,8438351,0.00,0,0.0041,0.074,129.74,161
2023-11-11,15109.23,466674,76311.67,9715686,0.00,0,20539.80,0,66927.79,14113182,49122.04,114994,77791.04,8149013,0.00,0,0.0041,0.074,129.74,149
2023-11-12,16079.20,497652,79631.17,12640561,312305.81,0,20539.80,0,66793.79,14540517,42228.24,102949,86264.95,10262223,0.00,0,0.0041,0.074,129.74,187
2023-11-13,46544.25,779517,84520.25,8439710,0.00,0,48470.25,0,66132.61,15011957,53276.97,120583,82995.52,10167664,0.00,0,0.0041,0.074,129.74,193
2023-11-14,30960.73,623684,97569.52,8659683,129069.47,0,41840.37,0,65129.76,15013203,55716.14,119626,79905.56,9704046,0.00,0,0.0041,0.074,129.74,151
2023-11-15,16330.11,469892,92464.74,7328035,0.00,0,47947.05,0,66622.25,14393058,50910.71,114601,80774.11,10410836,0.00,0,0.0041,0.074,129.74,149
2023-11-16,17241.05,487281,104767.23,10679584,0.00,0,45689.85,0,62491.42,14380457,56620.42,125323,80116.35,10360902,0.00,0,0.0041,0.074,129.74,184
2023-11-17,18994.41,484341,100291.63,11285500,0.00,0,45374.37,0,64383.93,14679344,60855.39,120504,79955.73,9770879,0.00,0,0.0041,0.074,129.74,163
2023-11-18,13388.22,400709,89243.69,9382704,0.00,0,25279.80,0,61915.89,11525936,56205.01,119159,82953.93,10218317,0.00,0,0.0041,0.074,129.74,140
2023-11-19,14794.70,424344,105404.99,8353248,96532.80,0,25279.80,0,62625.11,11578890,53681.72,110483,85802.69,11398513,0.00,0,0.0041,0.074,129.74,152
2023-11-20,17012.32,450939,103206.99,7032700,205146.66,0,43589.49,0,62438.00,12599101,58097.73,113830,83256.23,11595462,0.00,0,0.0041,0.074,129.74,214
2023-11-21,17710.14,436296,100096.82,9071205,59317.29,0,44313.42,0,58227.57,12281352,68338.06,126377,81182.83,9987513,0.00,0,0.0041,0.074,129.74,178
2023-11-22,16529.07,433859,97922.85,6181356,61714.81,0,44097.57,0,61251.39,11013283,75736.98,134284,79655.06,9417063,0.00,0,0.0041,0.074,129.74,177
2023-11-23,16022.75,409790,102748.50,7104718,178381.66,0,45689.82,0,52279.30,7813807,81278.98,135175,79424.88,8477634,0.00,0,0.0041,0.074,129.74,178
2023-11-24,12997.06,355679,85493.41,7422380,166330.52,0,40186.23,0,49211.63,6716009,94053.09,143030,81214.07,8154396,0.00,0,0.0041,0.074,129.74,152
2023-11-25,18502.71,429864,91675.12,6643635,1616.78,0,24253.77,0,49362.54,7031435,92064.63,149534,84091.33,9386220,0.00,0,0.0041,0.074,129.74,171
2023-11-26,14480.13,362349,105185.46,9692663,354812.10,0,24253.77,0,46249.89,7131308,96964.85,153756,86987.84,10749529,0.00,0,0.0041,0.074,129.74,194
2023-11-27,12246.02,316571,106414.79,10571570,85988.61,0,51695.37,0,42808.52,7484215,104620.16,180835,82699.13,11456293,0.00,0,0.0041,0.074,129.74,186
2023-11-28,13127.88,371122,130757.39,20950348,0.00,0,47028.48,0,46247.82,7115099,103257.96,190073,76662.76,11262750,0.00,0,0.0041,0.074,129.74,193
2023-11-29,11051.46,235251,127873.41,19554013,0.00,0,44821.50,0,38785.60,6078751,94957.09,182674,74146.19,10573627,0.00,0,0.0041,0.074,129.74,184
2023-11-30,5652.50,97967,91110.68,11541597,0.00,0,44720.34,0,49284.00,4892595,70661.07,163691,62620.59,9464946,0.00,0,0.0041,0.074,129.74,173
2023-12-01,20622.00,469484,9420.78,952775,0.00,0,0.00,0,14355.04,4073209,23511.78,73521,2796.62,382404,0.00,0,0.0062,0.074,133.46,53
2023-12-02,34959.44,779421,3767.23,493866,0.00,0,0.00,0,12505.25,3652796,23129.95,76461,3661.91,529935,0.00,0,0.0062,0.074,133.46,76
2023-12-03,27356.75,647812,3477.48,346671,0.00,0,0.00,0,12552.48,3842550,23151.81,73950,4226.86,677496,0.00,0,0.0062,0.074,133.46,68
2023-12-04,25791.30,603714,6533.00,1451415,0.00,0,0.00,0,13720.40,4763760,42713.65,111392,18088.07,3263990,0.00,0,0.0062,0.074,133.46,93
2023-12-05,24943.29,570050,33145.03,6668220,0.00,0,0.00,0,12248.41,4194799,57661.47,121556,30922.86,4413525,0.00,0,0.0062,0.074,133.46,128
2023-12-06,24703.44,569237,37749.79,5716483,0.00,0,0.00,0,13361.86,4165065,53464.00,107885,30518.25,3952520,0.00,0,0.0062,0.074,133.46,120
2023-12-07,22271.51,507499,33283.26,4466502,0.00,0,0.00,0,14373.59,3349315,52541.44,103992,36556.60,4627701,0.00,0,0.0062,0.074,133.46,105
2023-12-08,19785.29,474644,0.00,0,0.00,0,0.00,0,0.56,212,34829.17,78965,0.00,0,0.00,0,0.0062,0.074,133.46,79
2023-12-09,16159.49,406322,0.00,0,0.00,0,0.00,0,0.00,0,27229.38,96594,0.00,0,0.00,0,0.0062,0.074,133.46,64
2023-12-10,15846.12,403956,0.00,0,0.00,0,0.00,0,0.00,0,26775.69,102477,0.00,0,0.00,0,0.0062,0.074,133.46,101
2023-12-11,22920.50,470436,2801.65,699333,0.00,0,0.00,0,180196.35,11890975,26499.61,102309,30721.15,3932582,220313.77,26947635,0.0062,0.074,133.46,122
2023-12-12,15557.39,287769,116264.89,8997757,0.00,0,0.00,0,415103.27,35830589,26610.31,87519,109309.57,11105253,337389.47,39089202,0.0062,0.074,133.46,215
2023-12-13,16687.03,417489,68935.27,6624358,0.00,0,0.00,0,320514.21,31399780,26542.94,86713,114982.77,11354232,295713.09,39613746,0.0062,0.074,133.46,123
2023-12-14,9514.07,246730,127454.62,19918983,0.00,0,0.00,0,95505.04,19730523,24230.35,86667,125881.33,12232207,0.00,0,0.0062,0.074,133.46,179
2023-12-15,4896.44,114082,108165.14,12063687,0.00,0,0.00,0,78372.40,16759585,30108.32,97166,136212.42,13211227,0.00,0,0.0062,0.074,133.46,146
2023-12-16,0.00,0,91630.19,13624219,0.00,0,0.00,0,30188.13,7938657,28607.24,98802,82428.08,8398607,0.00,0,0.0062,0.074,133.46,108
2023-12-17,0.00,0,0.00,0,0.00,0,0.00,0,0.15,50,29440.47,113040,0.00,0,0.00,0,0.0062,0.074,133.46,60
2023-12-18,1104.17,10922,21080.10,1406671,0.00,0,0.00,0,0.00,0,25049.15,100291,9350.12,771619,0.00,0,0.0062,0.074,133.46,100
2023-12-19,2226.08,22016,26208.87,711150,0.00,0,0.00,0,0.00,1,24449.30,88821,2276.29,175239,0.00,0,0.0062,0.074,133.46,79
2023-12-20,2232.96,22084,11059.48,268837,0.00,0,0.00,0,0.00,0,25273.82,95306,0.00,0,0.00,0,0.0062,0.074,133.46,92
2023-12-21,2233.77,22092,2454.13,60029,0.00,0,0.00,0,0.00,0,25704.69,102879,0.00,0,0.00,0,0.0062,0.074,133.46,104
2023-12-22,31.34,310,0.00,0,0.00,0,0.00,0,0.00,0,21226.75,92616,0.00,0,0.00,0,0.0062,0.074,133.46,114
2023-12-23,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,19049.58,105317,0.00,0,0.00,0,0.0062,0.074,133.46,68
2023-12-24,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,17045.72,116797,0.00,0,0.00,0,0.0062,0.074,133.46,43
2023-12-25,0.00,0,0.00,0,0.00,0,0.00,0,0.01,3,8891.95,59065,0.00,0,0.00,0,0.0062,0.074,133.46,33
2023-12-26,0.00,0,0.00,0,0.00,0,0.00,0,0.01,2,13000.70,50977,0.00,0,0.00,0,0.0062,0.074,133.46,87
2023-12-27,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,40351.16,132006,0.00,0,0.00,0,0.0062,0.074,133.46,112
2023-12-28,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,35081.88,120337,0.00,0,0.00,0,0.0062,0.074,133.46,81
2023-12-29,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,29209.75,113679,0.00,0,0.00,0,0.0062,0.074,133.46,94
2023-12-30,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,23264.67,115982,0.00,0,0.00,0,0.0062,0.074,133.46,62
2023-12-31,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,15378.08,107553,0.00,0,0.00,0,0.0062,0.074,133.46,46
2024-01-01,0.00,0,0.00,0,0.00,0,8736.00,0,56888.38,17699363,26382.05,134532,0.00,0,2321.52,496683,0.0053,0.079,133.25,62
2024-01-02,0.00,0,45228.70,3133981,0.00,0,8736.00,0,52328.41,22378155,55060.25,163320,22633.54,6379113,2368.60,238856,0.0053,0.079,133.25,160
2024-01-03,0.00,0,79734.75,9798788,0.00,0,8736.00,0,53083.49,19411966,52094.74,142396,50984.28,10548638,2357.97,380286,0.0053,0.079,133.25,187
2024-01-04,0.00,0,62023.27,13504338,0.00,0,8736.00,0,52461.73,19211184,63103.08,168829,51616.13,9803321,2368.07,226972,0.0053,0.079,133.25,268
2024-01-05,0.00,0,59835.88,10516184,0.00,0,8736.00,0,49666.35,18064159,58889.23,157651,51910.67,9429459,2354.66,267700,0.0053,0.079,133.25,191
2024-01-06,0.00,0,59306.48,13283047,0.00,0,8736.00,0,51557.54,18121387,56876.09,159631,52639.03,9301930,2366.09,258590,0.0053,0.079,133.25,176
2024-01-07,0.00,0,57031.63,10012758,0.00,0,8736.00,0,50565.83,18567722,51341.31,149587,50556.39,10017196,2367.18,261911,0.0053,0.079,133.25,147
2024-01-08,0.00,0,59696.96,10179662,0.00,0,8736.00,0,50624.06,18171699,56855.89,147044,48414.74,10558648,2399.18,292342,0.0053,0.079,133.25,176
2024-01-09,0.00,0,55313.85,9165403,0.00,0,38121.90,0,51813.08,18493798,58647.92,145878,49062.85,10442032,2361.04,234625,0.0053,0.079,133.25,192
2024-01-10,0.00,0,60159.97,14754244,0.00,0,39979.43,0,52637.65,15646113,53427.54,138088,49524.58,8859237,2369.36,202392,0.0053,0.079,133.25,166
2024-01-11,0.00,0,61694.24,14436045,0.00,0,25445.88,0,52965.49,15331977,57378.87,139237,54717.25,8061408,2341.68,152730,0.0053,0.079,133.25,189
2024-01-12,0.00,0,74198.87,9347585,0.00,0,32900.20,0,66499.62,16874453,57029.27,143605,56074.87,7906840,2341.36,148508,0.0053,0.079,133.25,162
2024-01-13,0.00,0,64971.76,2046520,0.00,0,18215.60,0,60665.75,17078392,51419.83,137482,58917.43,8557557,2367.17,220308,0.0053,0.079,133.25,147
2024-01-14,0.00,0,62720.89,2404409,0.00,0,8996.28,0,59158.47,16876441,51038.40,142692,67448.08,9666779,2366.19,203779,0.0053,0.079,133.25,143
2024-01-15,1087.40,99701,46315.89,8216619,0.00,0,32788.80,0,58961.40,15847599,56183.76,135375,65462.71,9641478,2359.99,195481,0.0053,0.079,133.25,168
2024-01-16,14765.27,1335598,71012.50,16153918,0.00,0,30412.32,0,63312.25,16393725,41459.45,97248,58864.00,8264725,1724.97,135066,0.0053,0.079,133.25,154
2024-01-17,1569.55,141974,68515.99,15791537,0.00,0,33401.60,0,57126.24,15749340,41523.06,103896,77397.03,11232333,1746.09,127974,0.0053,0.079,133.25,161
2024-01-18,741.12,67038,58150.52,16194442,0.00,0,24148.80,0,57932.49,15205766,60740.43,154657,94078.13,13770749,1754.35,126446,0.0053,0.079,133.25,180
2024-01-19,938.01,84848,72016.01,21846994,0.00,0,35873.60,0,56695.84,14710955,54188.94,132427,93527.48,13615475,1754.23,130712,0.0053,0.079,133.25,135
2024-01-20,919.62,83185,66258.17,19709571,0.00,0,19402.40,0,56649.42,14986653,53398.72,148874,97678.48,15469952,1754.27,123379,0.0053,0.079,133.25,150
2024-01-21,1013.62,91687,65221.46,21482211,0.00,0,8736.00,0,56440.57,14783950,51366.52,147580,106832.45,19008349,1748.69,118922,0.0053,0.079,133.25,159
2024-01-22,1035.68,93683,244252.25,68073637,0.00,0,38428.40,0,55685.70,14626080,61696.28,136186,106173.73,19188174,243990.10,38282977,0.0053,0.079,133.25,178
2024-01-23,849.58,76849,86545.17,29655843,0.00,0,24330.00,0,53752.32,13887085,59477.41,131246,118805.25,19902995,30559.80,5874126,0.0053,0.079,133.25,183
2024-01-24,855.69,77402,170824.76,32920868,0.00,0,31420.80,0,64196.69,13384490,54790.62,130747,121715.16,18284140,10161.88,1483749,0.0053,0.079,133.25,208
2024-01-25,792.99,71730,140225.24,28159573,0.00,0,27988.80,0,51874.08,12398254,52183.04,117386,127942.59,20158545,1759.66,505582,0.0053,0.079,133.25,213
2024-01-26,724.38,65524,58582.68,14616686,0.00,0,27580.80,0,47327.96,10798729,53854.11,119955,85982.93,12669790,1762.69,481217,0.0053,0.079,133.25,147
2024-01-27,689.06,62329,45227.75,12570107,0.00,0,19402.40,0,55445.09,11288679,58415.96,135523,66232.50,11112572,1762.24,279355,0.0053,0.079,133.25,135
2024-01-28,605.58,54778,42312.89,10859351,0.00,0,8736.00,0,42833.99,10120871,50842.65,128482,75411.24,14785961,1761.96,190987,0.0053,0.079,133.25,134
2024-01-29,530.33,47971,35549.84,8893583,0.00,0,37060.40,0,44772.32,10853760,55953.55,118037,60486.41,12269156,1761.98,187044,0.0053,0.079,133.25,164
2024-01-30,420.65,38050,36857.89,7046157,0.00,0,28517.20,0,50219.78,10410063,52137.58,115236,50649.81,9362104,1773.82,159917,0.0053,0.079,133.25,176
2024-01-31,168.11,15206,42981.53,11237733,0.00,0,27580.80,0,52212.76,6515212,49246.57,113492,44410.53,8832100,1777.07,166808,0.0053,0.079,133.25,149
2024-02-01,956.55,86525,43425.43,11664967,0.00,0,9427.20,0,54903.94,17240754,49609.10,113237,55939.74,10379139,395.90,43263,0.0084,0.079,138.22,110
2024-02-02,1651.12,154510,65632.18,15494676,0.00,0,9427.21,0,49669.30,13925902,65327.56,149070,102997.13,17098057,395.47,33108,0.0084,0.079,138.22,140
2024-02-03,1304.50,117999,118926.12,20637606,0.00,0,9340.80,0,56512.08,13158787,66751.67,154713,119615.66,19810600,395.41,36125,0.0084,0.079,138.22,155
2024-02-04,1376.84,124543,91305.78,17694677,0.00,0,9427.20,0,74674.63,18334475,73921.99,171961,133382.33,24235628,490.81,46791,0.0084,0.079,138.22,141
2024-02-05,1228.92,111162,32738.54,10781982,0.00,0,8736.00,0,71566.70,18404751,56073.95,118497,83059.63,14354894,490.00,38278,0.0084,0.079,138.22,151
2024-02-06,1229.81,111243,73412.98,9014985,0.00,0,12030.00,0,74605.01,19631935,59792.67,126973,63598.52,10994046,490.78,45326,0.0084,0.079,138.22,157
2024-02-07,1235.74,111779,58952.59,10716427,0.00,0,11164.92,0,77305.69,20040032,60830.31,123606,78299.57,11561391,491.92,43537,0.0084,0.079,138.22,192
2024-02-08,1193.77,107983,86569.49,12653492,0.00,0,12550.56,0,79425.28,20990509,61688.15,127817,117572.81,14455668,491.91,30242,0.0084,0.079,138.22,133
2024-02-09,1160.17,104944,67249.82,16572909,0.00,0,10297.68,0,78354.31,20599539,60726.41,128807,140858.11,16271109,491.64,38637,0.0084,0.079,138.22,166
2024-02-10,1148.10,103852,81750.39,17216397,0.00,0,8996.28,0,74964.16,18961487,55052.15,122451,153054.96,17865288,484.38,58910,0.0084,0.079,138.22,152
2024-02-11,1109.35,100347,22987.19,5952194,0.00,0,8736.00,0,78892.90,20216727,21612.52,67013,99398.63,12615411,488.45,80470,0.0084,0.079,138.22,120
2024-02-12,1111.02,100498,32872.42,7850366,0.00,0,8736.00,0,76097.20,20196624,20129.75,53045,68657.50,11389358,464.32,85244,0.0084,0.079,138.22,124
2024-02-13,1048.92,94880,27143.73,8710993,0.00,0,8736.00,0,33316.40,9117995,20319.01,63020,67213.15,11282755,347.65,70800,0.0084,0.079,138.22,116
2024-02-14,1128.30,102061,26136.13,5591341,0.00,0,8736.00,0,37376.54,9161773,20462.73,67383,67972.84,10171132,347.98,64780,0.0084,0.079,138.22,140
2024-02-15,989.88,89540,27487.58,5459762,0.00,0,8736.00,0,33395.02,9208155,50386.50,118018,40820.99,5953498,347.95,63575,0.0084,0.079,138.22,132
2024-02-16,990.67,89611,32140.79,6228805,0.00,0,12200.67,0,33393.49,9078512,61803.38,139058,24615.84,3552238,348.59,56695,0.0084,0.079,138.22,143
2024-02-17,932.15,84318,35059.18,5598321,0.00,0,7488.00,0,32707.55,8640726,63918.08,141550,27159.36,4111728,349.08,54047,0.0084,0.079,138.22,140
2024-02-18,926.11,83772,34114.66,7050177,0.00,0,7488.00,0,34267.47,9018036,58121.82,139975,30137.36,4800438,348.71,35405,0.0084,0.079,138.22,146
2024-02-19,900.94,81495,48979.25,11034885,182519.96,0,11232.00,0,31706.86,9600457,62351.57,130377,41548.35,6108110,348.80,30980,0.0084,0.079,138.22,210
2024-02-20,860.49,77836,53647.48,9197763,255107.10,0,45992.88,0,33417.31,9554918,66022.09,133388,65291.39,8736432,350.03,24310,0.0084,0.079,138.22,173
2024-02-21,924.92,83664,52517.71,11914915,41119.72,0,84687.12,0,81321.39,11770634,69355.48,132880,66826.98,8630916,349.81,20888,0.0084,0.079,138.22,208
2024-02-22,649.66,58765,59041.27,11175981,37033.78,0,64377.12,0,61377.93,9793198,71373.32,129433,96918.54,11958131,350.72,27724,0.0084,0.079,138.22,244
2024-02-23,716.50,64811,63502.78,10058557,370101.60,0,10405.20,0,37815.36,9324685,78108.79,137957,112453.90,13013145,354.18,44831,0.0084,0.079,138.22,242
2024-02-24,693.26,62709,64762.55,9859511,0.00,0,10081.20,0,38378.21,8090466,72113.62,134423,108051.71,12323291,352.44,48388,0.0084,0.079,138.22,214
2024-02-25,621.29,56199,56427.37,9521809,137044.16,0,7650.00,0,29837.56,7343773,62282.28,125297,121985.79,14610843,351.80,59045,0.0084,0.079,138.22,205
2024-02-26,564.43,51056,47942.01,8582246,43175.33,0,7488.00,0,26127.41,6323751,75342.02,132529,86272.32,10282596,347.35,78979,0.0084,0.079,138.22,192
2024-02-27,490.50,44368,47729.84,11294072,14001.31,0,116565.84,0,26444.70,6749743,82001.06,139355,77609.79,8786625,348.55,102323,0.0084,0.079,138.22,207
2024-02-28,384.18,34751,47889.93,8381934,27641.15,0,130083.98,0,25360.98,6278765,71329.08,123526,56261.93,6694081,346.92,37721,0.0084,0.079,138.22,184
2024-02-29,178.55,16151,53066.05,9902072,15597.87,0,10684.80,0,18087.48,4224718,70994.14,124408,44621.89,5038263,346.89,56976,0.0084,0.079,138.22,170
2024-03-01,604.47,53887,62112.34,9770601,0.00,0,22835.88,829972,68497.23,19670853,71039.69,149398,44786.17,5458216,0.00,0,0.0071,0.079,132.52,174
2024-03-02,0.00,0,65476.05,11900458,0.00,0,7488.00,0,69538.62,17575515,78298.02,179192,49521.17,6170423,0.00,0,0.0071,0.079,132.52,152
2024-03-03,0.00,0,68228.52,11977464,0.00,0,7488.00,0,66944.02,18077249,90243.95,209164,69515.92,8952414,0.00,0,0.0071,0.079,132.52,183
2024-03-04,0.00,0,67641.96,9960505,0.00,0,7488.00,0,62733.20,18078056,110426.86,198435,76861.76,9334120,0.00,0,0.0071,0.079,132.52,214
2024-03-05,0.00,0,66551.08,8030649,0.00,0,7488.00,63082558,60931.49,15756498,111765.07,195501,76244.50,8672182,0.00,0,0.0071,0.079,132.52,212
2024-03-06,0.00,0,49450.91,7363398,0.00,0,0.00,0,69944.96,16719881,111627.24,190653,71625.12,8240653,0.00,0,0.0071,0.079,132.52,202
2024-03-07,0.00,0,75098.73,9405311,0.00,0,0.00,0,67381.08,16672436,105194.07,191776,71003.01,7403241,0.00,0,0.0071,0.079,132.52,151
2024-03-08,0.00,0,58885.11,8992075,0.00,0,0.00,0,61921.54,16691977,105406.91,189597,86556.33,9893265,0.00,0,0.0071,0.079,132.52,125
2024-03-09,0.00,0,65586.01,9316567,0.00,0,0.00,0,66245.22,17008412,101705.44,193945,96962.67,11148911,0.00,0,0.0071,0.079,132.52,154
2024-03-10,0.00,0,63563.87,10840557,0.00,0,0.00,0,67142.53,16891576,94116.83,191651,106201.31,13683909,0.00,0,0.0071,0.079,132.52,167
2024-03-11,0.00,0,65031.65,8497794,0.00,0,0.00,0,64192.38,16395855,100186.82,181210,109276.75,14152245,0.00,0,0.0071,0.079,132.52,155
2024-03-12,0.00,0,63525.97,8417498,0.00,0,0.00,0,64877.22,16484757,96144.38,179203,111057.95,13295733,0.00,0,0.0071,0.079,132.52,171
2024-03-13,0.00,0,255129.64,28617575,0.00,0,0.00,0,68915.83,16718989,95444.70,173349,110307.07,13289260,0.00,0,0.0071,0.079,132.52,206
2024-03-14,0.00,0,185221.18,24652971,0.00,0,0.00,0,168693.89,22072736,95501.49,167007,108084.25,12670373,0.00,0,0.0071,0.079,132.52,268
2024-03-15,0.00,0,216286.54,27695648,0.00,0,0.00,0,64374.53,14887368,94113.58,162698,106847.73,11716631,355364.75,47133602,0.0071,0.079,132.52,276
2024-03-16,0.00,0,183493.09,17969590,0.00,0,0.00,0,62963.52,14299373,92832.78,194177,106347.56,13022293,364020.56,60594342,0.0071,0.079,132.52,234
2024-03-17,0.00,0,97394.45,16220300,0.00,0,0.00,0,64268.49,15177172,87088.08,197632,116892.56,16174231,0.00,0,0.0071,0.079,132.52,164
2024-03-18,0.00,0,127168.05,16323831,0.00,0,0.00,0,69925.18,16799446,99661.94,192016,103303.94,14096781,0.00,0,0.0071,0.079,132.52,172
2024-03-19,0.00,0,108174.01,14317032,0.00,0,0.00,0,59757.04,14149157,96542.92,194408,101768.54,13444965,0.00,0,0.0071,0.079,132.52,182
2024-03-20,0.00,0,70176.56,12643627,0.00,0,0.00,0,58690.86,10874565,96259.19,193623,98134.06,12248764,0.00,0,0.0071,0.079,132.52,176
2024-03-21,0.00,0,54387.00,8614530,0.00,0,0.00,0,54080.04,13214887,93923.99,186291,99326.05,12482724,0.00,0,0.0071,0.079,132.52,148
2024-03-22,0.00,0,92399.21,9850407,0.00,0,0.00,0,68545.17,12274779,97383.78,187050,95336.25,13070599,0.00,0,0.0071,0.079,132.52,170
2024-03-23,0.00,0,80808.43,7464002,0.00,0,0.00,0,63741.25,11676315,91147.71,188418,104872.69,14823093,0.00,0,0.0071,0.079,132.52,145
2024-03-24,0.00,0,86908.39,9935606,0.00,0,0.00,0,61428.69,11355012,87904.84,186704,115151.05,17866987,0.00,0,0.0071,0.079,132.52,188
2024-03-25,0.00,0,81184.95,10380661,0.00,0,0.00,0,59921.07,10924595,98870.66,178782,112237.91,17722109,0.00,0,0.0071,0.079,132.52,221
2024-03-26,0.00,0,77725.52,9358605,0.00,0,0.00,0,58059.49,10158561,97862.18,179337,113703.18,16147331,0.00,0,0.0071,0.079,132.52,213
2024-03-27,0.00,0,80111.93,12316428,0.00,0,0.00,0,58037.44,10283624,95044.79,182197,114125.35,15560526,0.00,0,0.0071,0.079,132.52,201
2024-03-28,0.00,0,52897.53,7677619,0.00,0,0.00,0,48526.53,9123590,97131.32,182393,101247.78,13792323,0.00,0,0.0071,0.079,132.52,174
2024-03-29,0.00,0,54785.49,7744458,0.00,0,0.00,0,45554.59,8309033,98940.04,202509,97678.40,12250465,0.00,0,0.0071,0.079,132.52,141
2024-03-30,0.00,0,58359.79,8675307,0.00,0,0.00,0,40979.81,7644429,98882.48,195286,88637.92,13569307,0.00,0,0.0071,0.079,132.52,147
2024-03-31,0.00,0,56238.21,6863421,0.00,0,0.00,0,29379.03,5647602,86563.21,194571,59227.08,10251528,0.00,0,0.0071,0.079,132.52,136
2024-04-01,41.22,3789,62934.64,10160779,0.00,0,8736.00,0,68180.18,21597922,104857.98,219743,15559.02,3422112,0.00,0,0.0061,0.069,129.59,182
2024-04-02,19.17,1762,64177.98,10325320,0.00,0,8736.00,0,67411.45,21782204,105967.98,208499,24474.43,4901196,0.00,0,0.0061,0.069,129.59,201
2024-04-03,19.48,1790,58101.18,8519582,0.00,0,8736.00,0,71055.01,21534418,105698.41,200248,22929.24,4525494,0.00,0,0.0061,0.069,129.59,161
2024-04-04,19.37,1780,53824.56,14267498,0.00,0,8736.00,0,69009.62,20609051,105256.81,203523,21625.63,4068937,0.00,0,0.0061,0.069,129.59,226
2024-04-05,26.48,2434,72028.02,12454473,0.00,0,8736.00,0,64064.96,19287344,100688.66,181848,47049.46,8537052,0.00,0,0.0061,0.069,129.59,162
2024-04-06,26.38,2425,44886.09,8129606,0.00,0,8736.00,0,63545.51,17807031,63575.27,137646,61040.46,10780905,0.00,0,0.0061,0.069,129.59,155
2024-04-07,25.46,2340,25693.85,4083718,0.00,0,8736.00,0,63097.41,18154428,40220.63,88580,70307.23,12990420,0.00,0,0.0061,0.069,129.59,114
2024-04-08,25.22,2318,48310.73,6141239,0.00,0,19343.24,0,62104.07,20379900,67649.28,137645,70655.95,13270949,0.00,0,0.0061,0.069,129.59,175
2024-04-09,25.01,2299,47130.76,6555199,0.00,0,8736.00,0,63878.77,19789882,56962.99,128755,69807.82,12666156,0.00,0,0.0061,0.069,129.59,168
2024-04-10,236.14,4843,38275.15,9764752,0.00,0,8736.00,0,59044.41,19551397,59680.43,129142,70168.53,11656970,0.00,0,0.0061,0.069,129.59,146
2024-04-11,1535.05,21713,48437.90,8929848,0.00,0,8736.00,0,56306.08,17989844,62317.71,138875,74783.98,11095322,0.00,0,0.0061,0.069,129.59,155
2024-04-12,4700.33,59501,44108.74,7586235,0.00,0,19343.24,0,70195.02,18443766,62669.46,142894,72069.81,11116005,0.00,0,0.0061,0.069,129.59,192
2024-04-13,44.92,2322,44626.69,5235006,0.00,0,23086.47,0,90739.41,18380977,59665.68,136381,61688.68,10777262,0.00,0,0.0061,0.069,129.59,131
2024-04-14,31.48,2146,49051.89,6848132,0.00,0,29950.47,0,85472.19,19555805,60771.73,133446,68863.22,11877529,0.00,0,0.0061,0.069,129.59,165
2024-04-15,25774.30,2690,49375.59,8701332,0.00,0,19343.24,0,56940.87,19871448,71294.36,152273,68659.78,13116234,0.00,0,0.0061,0.069,129.59,233
2024-04-16,25942.14,4583,41873.72,6140122,0.00,0,29950.47,0,60377.58,17196715,52753.20,131959,59339.37,10756555,0.00,0,0.0061,0.069,129.59,208
2024-04-17,25752.77,2160,39475.65,4786900,0.00,0,29950.47,0,56281.51,13101242,52410.89,138151,55098.43,9529822,0.00,0,0.0061,0.069,129.59,149
2024-04-18,26374.09,9828,30950.68,3477948,798162.09,0,19343.23,8439995,40958.26,9158057,61528.64,135273,44900.05,6861571,0.00,0,0.0061,0.069,129.59,146
2024-04-19,26269.15,8470,40978.14,3340665,188378.08,0,47030.20,556691106,49694.68,9058429,77416.13,136928,74192.01,8940794,20984.12,2557858,0.0061,0.069,129.59,223
2024-04-20,26759.75,14400,49557.41,4047424,0.00,0,46005.12,0,138559.59,14451850,83871.84,121906,82330.78,9308690,21801.54,2540671,0.0061,0.069,129.59,216
2024-04-21,28136.77,31205,51913.56,4187792,820752.87,0,46005.12,0,113118.48,12946781,98274.92,145289,91354.90,11323607,22017.16,2479158,0.0061,0.069,129.59,229
2024-04-22,37810.81,240799,50877.00,5505676,640366.32,0,64468.75,0,125991.11,15106329,121900.94,180800,250588.35,27382554,21647.62,2671205,0.0061,0.069,129.59,270
