data,Inv_CONNECTEDTV,Impr_CONNECTEDTV,Inv_DISPLAY,Impr_DISPLAY,Inv_OPENTV,Impr_OPENTV,Inv_PAIDTV,Impr_PAIDTV,Inv_PROGRAMATICA,Impr_PROGRAMATICA,Inv_SEARCH,Impr_SEARCH,Inv_SOCIAL,Impr_SOCIAL,Inv_YOUTUBE,Impr_YOUTUBE,ipca,desemprego,indice_confianca_consumidor,leads
2023-06-02,12764.84,507324,32453.68,10714387,0.00,0,0.00,0,33639.35,18995407,61663.56,171960,12641.45,1778697,4076.52,860842,0.0067,0.080,125.27,219
2023-06-03,39841.57,707328,46518.29,9801789,54150.71,0,0.00,0,34320.65,19353087,61180.70,170125,13414.81,1963628,4099.58,869302,0.0067,0.080,125.27,231
2023-06-04,19460.46,503336,35594.77,6643272,1318028.62,0,0.00,0,34298.20,18975444,67293.56,199092,13823.87,2268609,4097.40,855279,0.0067,0.080,125.27,237
2023-06-05,17218.18,482088,40157.87,7580335,0.00,0,0.00,0,44347.89,21962425,67148.37,178145,39239.43,5414119,4073.00,828030,0.0067,0.080,125.27,276
2023-06-06,15891.67,444859,69524.26,9226811,484029.00,0,0.00,0,62735.70,35727562,71147.83,166975,73585.83,8742755,4067.27,834958,0.0067,0.080,125.27,871
2023-06-07,7874.45,310601,86368.64,10538241,184420.60,0,43967.65,0,75363.49,34476673,94848.85,582814,91805.84,9741977,13216.86,2860653,0.0067,0.080,125.27,1553
2023-06-08,5517.50,251617,141421.94,22735233,333186.28,0,43967.65,0,79991.68,31913821,100742.68,780129,119029.60,12668928,13110.90,2964068,0.0067,0.080,125.27,1208
2023-06-09,5505.91,317311,127324.26,21364148,281559.17,0,38358.85,0,88151.68,34107418,129375.43,868727,110249.20,11838554,13080.55,2829629,0.0067,0.080,125.27,1153
2023-06-10,14282.27,521762,115572.29,21894220,128533.57,0,22608.99,0,87650.05,34273181,108173.59,361466,107893.75,12358191,13127.35,2807720,0.0067,0.080,125.27,1066
2023-06-11,34201.24,633007,125187.02,20958803,1109448.05,0,18864.99,0,88354.78,37313862,123603.39,389339,120342.22,15660737,13053.23,2919544,0.0067,0.080,125.27,1254
2023-06-12,20669.06,469081,127779.93,22228053,530257.00,0,43967.65,0,89576.82,42548917,132224.09,658010,110944.14,15382989,13071.93,2979146,0.0067,0.080,125.27,1329
2023-06-13,78655.67,1009194,126272.11,22284433,98921.24,0,43967.65,0,94037.59,46414258,132198.50,867744,105564.12,13964819,13084.61,2820671,0.0067,0.080,125.27,1421
2023-06-14,23560.69,559035,122980.47,16395950,184420.60,0,43967.65,0,87325.89,43301696,129659.91,417224,107966.72,12946730,13134.28,2719343,0.0067,0.080,125.27,1484
2023-06-15,21771.71,460124,340862.00,103308314,41152.58,0,43967.65,0,94609.52,56444039,129337.37,282691,111585.77,13690669,456634.39,69270008,0.0067,0.080,125.27,1094
2023-06-16,11822.52,345140,154513.99,26867867,153025.60,0,43967.65,0,237365.08,66152653,122029.91,683281,151229.29,24567786,15155.48,2467750,0.0067,0.080,125.27,888
2023-06-17,17203.32,388302,138028.25,18446106,0.00,0,18864.99,0,168462.21,73532565,116462.68,746225,150017.04,24230031,15163.33,2619479,0.0067,0.080,125.27,653
2023-06-18,18823.48,420344,109805.43,26745466,436035.60,0,18864.99,0,157317.02,69979592,111986.19,650249,162671.11,26640283,15081.80,2678941,0.0067,0.080,125.27,599
2023-06-19,83564.19,1219928,87578.69,13139877,189918.30,0,43967.65,0,94652.04,50080699,127147.02,813280,153725.00,25414388,15118.44,2629791,0.0067,0.080,125.27,771
2023-06-20,22609.26,430242,137858.05,38930086,148765.71,0,43967.65,0,90284.43,49552611,128297.40,817979,135749.08,19928810,11526.92,1886850,0.0067,0.080,125.27,808
2023-06-21,20884.32,413054,122144.31,31764065,1516558.30,0,40223.65,0,89287.75,49169111,131714.20,590622,122962.04,18378827,10849.16,1763528,0.0067,0.080,125.27,672
2023-06-22,19956.80,387636,87353.40,31691514,202916.42,0,43967.65,0,85692.30,45339304,118514.43,676641,131056.00,21544779,10848.96,1761888,0.0067,0.080,125.27,603
2023-06-23,8878.27,169039,98814.07,36746629,249144.42,0,49576.45,0,80556.44,41478071,127651.91,680345,120545.87,19515353,10870.06,1737564,0.0067,0.080,125.27,575
2023-06-24,20789.19,656651,79771.49,22958162,148765.71,0,18864.98,0,81112.18,38093365,127609.28,915499,105047.92,12963553,10893.49,1744157,0.0067,0.080,125.27,499
2023-06-25,16183.98,344185,90818.52,34272663,1352281.63,0,18864.99,0,77555.96,37404894,132886.54,835015,101502.30,15189670,10895.42,1749043,0.0067,0.080,125.27,517
2023-06-26,13848.87,282290,246923.58,81194817,0.00,0,43967.65,0,83513.04,40968527,135937.80,767609,103429.50,14469053,258115.91,38757412,0.0067,0.080,125.27,602
2023-06-27,9863.61,209113,90412.68,30874099,0.00,0,32318.05,0,72942.28,38341263,82841.35,608788,104321.36,13648830,10919.10,1593840,0.0067,0.080,125.27,534
2023-06-28,10579.55,245838,75670.72,24468213,0.00,0,3744.00,0,62165.55,29292506,74505.29,610686,104974.28,12389100,10949.15,1530537,0.0067,0.080,125.27,449
2023-06-29,11917.23,194891,88616.24,28786339,223148.57,0,0.00,0,63459.15,29540181,69409.70,641865,94620.94,11717680,10982.74,1564883,0.0067,0.080,125.27,475
2023-06-30,11970.43,176302,72896.20,27785086,148765.71,0,0.00,0,41297.56,17569977,79392.22,467224,72134.88,9323712,11030.07,1693129,0.0067,0.080,125.27,354
2023-07-01,10022.13,317533,25187.37,10451141,0.00,0,0.00,0,19385.84,9507693,34969.48,145096,17202.00,3659522,3809.28,703555,-0.0068,0.077,124.46,274
2023-07-02,11736.67,451963,27841.72,14404543,215773.01,0,0.00,0,18958.60,11282203,41136.20,211964,25124.15,6376237,3832.26,776268,-0.0068,0.077,124.46,288
2023-07-03,13259.23,481296,26393.67,14663041,150555.61,0,0.00,0,19226.68,13205382,46207.00,216545,21193.05,5549907,3820.60,719781,-0.0068,0.077,124.46,370
2023-07-04,7976.07,348689,29010.63,11792017,28191.71,0,0.00,0,15237.28,10478131,43831.55,205662,21919.83,4121117,2425.86,465733,-0.0068,0.077,124.46,375
2023-07-05,15053.62,474437,35800.77,8081904,43031.74,0,0.00,0,9354.27,6094316,54887.78,204539,26598.28,3692370,1591.71,319971,-0.0068,0.077,124.46,375
2023-07-06,10754.71,274151,30756.00,8352277,22003.32,0,0.00,0,8736.30,5437844,86365.04,182067,27673.13,3747488,1593.59,310024,-0.0068,0.077,124.46,334
2023-07-07,2509.80,113995,29564.41,7497534,36559.90,0,0.00,0,10288.14,6034746,56775.47,114686,28048.47,4007311,1796.98,351320,-0.0068,0.077,124.46,262
2023-07-08,11440.94,593067,25857.16,4031222,0.00,0,0.00,0,10345.79,5696528,30843.52,94900,30302.31,3809264,1798.99,368637,-0.0068,0.077,124.46,203
2023-07-09,13859.62,467779,28074.56,4441444,215773.01,0,0.00,0,10746.58,6413708,29787.70,113251,33969.09,4667843,1797.92,356632,-0.0068,0.077,124.46,237
2023-07-10,25898.82,548334,35480.16,7480246,51913.43,0,0.00,0,36305.74,20300018,50814.11,176208,46508.56,6215326,5638.12,1048962,-0.0068,0.077,124.46,309
2023-07-11,9742.15,369715,85044.34,16795487,13121.63,0,0.00,0,49613.96,27266949,78560.90,202769,83013.24,10943764,5644.94,1045637,-0.0068,0.077,124.46,330
2023-07-12,9309.04,347189,101913.69,17633343,13997.78,0,86558.00,0,52096.78,26715873,72386.99,189207,82095.58,10510375,5656.03,1085013,-0.0068,0.077,124.46,333
2023-07-13,11593.62,363255,81969.44,25085248,0.00,0,93599.68,0,55397.88,30312607,69400.11,207745,77793.22,9709514,4008.73,702931,-0.0068,0.077,124.46,369
2023-07-14,8403.34,325528,49964.72,12805045,0.00,0,85095.76,0,46511.01,24877358,69369.22,216393,78395.97,9721971,2980.98,499072,-0.0068,0.077,124.46,281
2023-07-15,11556.33,343764,50215.02,6661642,0.00,0,50189.92,0,44893.80,23087142,83570.36,281237,79715.37,9438278,2978.48,502286,-0.0068,0.077,124.46,239
2023-07-16,86384.68,1275492,55727.93,6669450,215773.01,0,50189.92,0,43386.60,24104992,90242.43,298464,84767.12,10707904,2976.77,516949,-0.0068,0.077,124.46,280
2023-07-17,13994.12,377681,59037.35,8785157,0.00,0,83042.08,0,34952.13,20472184,87887.78,291211,80431.47,11463165,2971.09,504004,-0.0068,0.077,124.46,372
2023-07-18,8446.90,290325,248628.63,46289086,0.00,0,87573.28,0,36034.77,20859417,94286.39,303101,86567.08,11326994,211692.13,26457090,-0.0068,0.077,124.46,382
2023-07-19,8579.12,314764,107595.91,11577240,0.00,0,84218.96,0,34584.08,19311248,86998.23,290794,85574.69,11718958,2918.38,556996,-0.0068,0.077,124.46,304
2023-07-20,9179.90,298851,88988.32,10821135,0.00,0,87530.00,0,34019.17,17908545,74559.59,272546,85629.27,10455330,2921.08,569899,-0.0068,0.077,124.46,355
2023-07-21,7661.24,273856,63772.23,7679780,0.00,0,88650.96,0,37342.89,16044748,41603.31,229671,88776.74,10741873,2924.55,546383,-0.0068,0.077,124.46,283
2023-07-22,10075.38,290601,56037.99,8695984,0.00,0,50189.92,0,40752.75,15858261,38980.69,229479,94345.54,12107477,2930.67,559450,-0.0068,0.077,124.46,213
2023-07-23,16065.21,344176,57596.95,6738073,215773.01,0,64065.12,0,39773.94,15702963,35845.28,224029,107541.56,14123466,2930.59,548709,-0.0068,0.077,124.46,243
2023-07-24,11837.80,289158,58378.89,8923565,0.00,0,80051.60,0,37837.34,16557705,68736.24,631808,100900.32,14870528,2930.57,536902,-0.0068,0.077,124.46,258
2023-07-25,8716.49,246823,54407.48,9264105,0.00,0,81163.68,0,38174.25,18467088,93024.40,831718,104990.63,13749471,2933.71,526288,-0.0068,0.077,124.46,330
2023-07-26,13822.17,283404,158431.70,32172972,0.00,0,93078.80,0,36008.71,15925361,101772.40,951383,115832.53,15023055,2938.17,524879,-0.0068,0.077,124.46,346
2023-07-27,7687.74,158068,127468.73,30129076,0.00,0,82518.08,0,36418.37,16051188,98816.50,746784,123805.49,15206759,2937.82,428423,-0.0068,0.077,124.46,317
2023-07-28,42063.01,595964,97453.57,22638081,0.00,0,85546.00,0,34324.84,14140458,98506.21,721015,113780.23,15068453,2943.42,426568,-0.0068,0.077,124.46,292
2023-07-29,9393.75,215614,118290.59,20660748,0.00,0,45197.92,0,34300.73,13965824,91514.35,697668,113888.78,15895553,2953.40,499428,-0.0068,0.077,124.46,252
2023-07-30,6035.75,142001,117853.44,17672019,215773.01,0,43252.32,0,31546.94,14486991,94218.26,757410,122968.34,18433289,2960.06,522213,-0.0068,0.077,124.46,283
2023-07-31,6819.40,145093,62783.21,9848448,0.00,0,76686.16,0,22554.08,10149721,95583.56,1515132,75279.24,8417146,2976.85,506327,-0.0068,0.077,124.46,256
2023-08-01,0.00,0,22836.31,3310485,0.00,0,0.00,0,25859.62,13792799,51231.58,140295,35035.21,6651983,2079.11,442508,-0.0036,0.077,131.02,177
2023-08-02,0.00,0,45317.90,4148689,0.00,0,0.00,0,24350.90,12526431,57490.64,160950,51466.97,8877834,2072.84,416277,-0.0036,0.077,131.02,223
2023-08-03,553.00,41019,40015.69,3562981,0.00,0,0.00,0,24910.37,11419428,60430.26,175756,51191.82,8143509,2079.10,434732,-0.0036,0.077,131.02,196
2023-08-04,1605.07,119056,34783.68,3259581,129069.47,0,0.00,0,25053.75,11286660,68708.25,193606,47193.42,7568072,2081.93,405949,-0.0036,0.077,131.02,168
2023-08-05,10967.61,813524,41489.10,3307556,329747.04,0,0.00,0,24560.14,10551964,77118.66,401321,49299.03,6909255,2080.64,420579,-0.0036,0.077,131.02,171
2023-08-06,9690.51,718795,39919.27,3227618,1512804.34,0,0.00,0,25000.14,11072942,83483.25,567591,56090.44,8759330,2079.59,428791,-0.0036,0.077,131.02,203
2023-08-07,5529.55,368809,40397.89,4268680,245709.38,0,0.00,0,23383.20,11033017,94700.61,657748,54634.55,9805152,2077.25,399642,-0.0036,0.077,131.02,225
2023-08-08,17417.37,257650,42464.94,3869601,108722.32,0,0.00,0,23087.38,11498004,102672.66,879978,53998.99,9719934,2077.58,385611,-0.0036,0.077,131.02,234
2023-08-09,4349.59,64952,41154.30,3541243,45599.15,0,0.00,0,22715.11,11533547,107652.86,841373,53224.49,9371684,2077.07,379117,-0.0036,0.077,131.02,259
2023-08-10,4202.88,72497,33418.62,3229645,661962.42,0,0.00,0,22219.91,11474723,101926.82,1743777,53059.07,8846369,2077.82,375312,-0.0036,0.077,131.02,215
2023-08-11,43394.96,1224193,36894.19,4764625,189975.65,0,0.00,0,26784.74,12586967,101051.37,890879,50271.58,7868579,2077.59,356324,-0.0036,0.077,131.02,214
2023-08-12,28873.82,690524,34414.68,2419258,367034.24,0,0.00,0,26180.71,11756622,37951.80,91097,49642.11,7713265,2076.44,383988,-0.0036,0.077,131.02,187
2023-08-13,29596.33,522434,32955.05,2580115,1581145.74,0,0.00,0,25589.78,11365017,37983.27,81428,53656.29,9783496,2077.24,390644,-0.0036,0.077,131.02,171
2023-08-14,13676.27,364459,31148.71,2477574,253423.43,0,0.00,0,24402.69,11418776,50347.24,389907,50208.99,9090454,1853.09,333767,-0.0036,0.077,131.02,250
2023-08-15,8705.57,332814,31977.28,2360612,308586.44,0,0.00,0,31874.98,10944887,48564.27,135845,40896.34,7005607,1519.20,267822,-0.0036,0.077,131.02,242
2023-08-16,11322.00,374756,28322.10,3064807,1514585.66,0,0.00,0,37738.15,11356070,73884.01,127911,41851.33,7574289,1523.53,259726,-0.0036,0.077,131.02,251
2023-08-17,8559.54,310146,28728.79,3214763,258361.22,0,0.00,0,37645.67,11455870,62327.93,126253,38777.03,7256768,1523.07,268440,-0.0036,0.077,131.02,246
2023-08-18,7511.39,337992,29249.71,3820124,195357.65,0,0.00,0,36820.24,11043755,67547.81,133557,38315.26,6861349,1523.82,273039,-0.0036,0.077,131.02,225
2023-08-19,10384.96,356594,28819.05,3823413,476614.85,0,0.00,0,36823.00,9984976,71008.95,135195,38439.54,6412535,1523.50,283680,-0.0036,0.077,131.02,201
2023-08-20,16536.05,399335,32273.46,3882274,1972677.42,0,0.00,0,36954.27,10143379,75391.50,133469,41968.29,7233457,1524.08,276590,-0.0036,0.077,131.02,235
2023-08-21,10754.93,352037,29934.30,3190749,606158.02,0,0.00,0,34664.47,9736980,75162.02,134456,41975.93,7409212,1524.39,262960,-0.0036,0.077,131.02,291
2023-08-22,7705.91,319517,32928.59,3434678,168352.16,0,0.00,0,34994.53,10648584,71092.04,132325,42372.04,8157271,1524.47,257003,-0.0036,0.077,131.02,460
2023-08-23,19249.95,1049939,30958.76,2642244,50504.10,0,0.00,0,35286.48,10017593,73074.00,136673,41810.76,6476826,1527.90,263539,-0.0036,0.077,131.02,426
2023-08-24,33610.35,520440,36248.73,3317351,570928.74,0,0.00,0,36645.23,10552946,72157.01,136134,40167.06,6249675,1526.81,263111,-0.0036,0.077,131.02,408
2023-08-25,13188.18,253804,31941.12,3555687,256263.83,0,0.00,0,35423.90,9794857,73174.42,133229,41723.13,6007949,1527.78,260646,-0.0036,0.077,131.02,385
2023-08-26,7969.96,191553,30487.50,3976202,244630.58,0,0.00,0,36142.71,10317105,70620.00,128522,42177.10,6147735,1528.38,271392,-0.0036,0.077,131.02,333
2023-08-27,13324.36,261819,40542.30,5997789,1269794.18,0,0.00,0,34660.70,9982651,72021.42,128231,45607.42,7462586,1529.08,279988,-0.0036,0.077,131.02,380
2023-08-28,11078.40,271082,34764.22,5569474,23237.90,0,0.00,0,34275.89,10621759,73601.43,132742,44641.20,7236267,1530.15,252210,-0.0036,0.077,131.02,379
2023-08-29,18257.23,479951,36539.63,4782610,207083.28,0,0.00,0,33147.60,9331306,71782.88,124739,45629.74,7325412,1534.14,249469,-0.0036,0.077,131.02,538
2023-08-30,7650.73,326624,36842.15,5868129,45599.15,0,0.00,0,33125.13,8571494,73091.93,124887,45169.50,7309492,1540.83,250994,-0.0036,0.077,131.02,390
2023-08-31,6940.11,299764,26930.31,4545739,241856.56,0,0.00,0,23025.48,5429261,58686.06,109291,42051.01,6860464,1548.00,248252,-0.0036,0.077,131.02,334
2023-09-01,0.00,0,32466.38,6214018,73030.44,0,0.00,0,37388.18,15715961,36758.19,92600,26538.99,4968646,0.00,0,-0.0029,0.077,132.64,319
2023-09-02,0.00,0,32585.74,5564272,0.00,0,0.00,0,39323.20,14632228,39144.24,138054,36218.85,5615777,0.00,0,-0.0029,0.077,132.64,286
2023-09-03,0.00,0,36727.33,5075365,215773.08,0,0.00,0,38629.05,15287229,41719.92,146741,41804.09,6974308,0.00,0,-0.0029,0.077,132.64,401
2023-09-04,0.00,0,44048.52,6161645,0.00,0,0.00,0,38386.23,16099105,42604.26,129076,42185.41,7323801,0.00,0,-0.0029,0.077,132.64,336
2023-09-05,1158.24,78015,40254.22,5480837,212717.41,0,0.00,0,39800.56,16420737,39823.82,121739,39178.29,6616793,0.00,0,-0.0029,0.077,132.64,331
2023-09-06,9598.36,469549,33905.63,4942047,12388.92,0,0.00,0,33598.92,12662010,43906.38,138769,38147.22,6037028,0.00,0,-0.0029,0.077,132.64,319
2023-09-07,17707.68,407013,30180.79,5234451,55346.19,0,0.00,0,32004.75,11974218,51761.95,159725,37138.04,6003038,0.00,0,-0.0029,0.077,132.64,317
2023-09-08,12072.31,346586,30413.67,4728187,12388.92,0,0.00,0,30090.13,11062321,60720.72,179373,36373.73,5772862,0.00,0,-0.0029,0.077,132.64,297
2023-09-09,19299.09,315743,31552.97,4112398,0.00,0,0.00,0,29473.72,11074861,55467.31,157636,37124.81,5821541,0.00,0,-0.0029,0.077,132.64,362
2023-09-10,19427.88,425266,32240.66,5013371,30698.11,0,0.00,0,29364.66,11683418,56642.33,160801,39405.60,6977760,0.00,0,-0.0029,0.077,132.64,317
2023-09-11,19974.97,719574,35056.76,6531293,25227.12,0,0.00,0,33812.22,12694049,62009.55,252579,39691.17,7541576,0.00,0,-0.0029,0.077,132.64,427
2023-09-12,18216.78,390546,32765.42,5328821,54237.66,0,0.00,0,33038.21,13055323,57593.68,218332,39882.97,7778995,0.00,0,-0.0029,0.077,132.64,327
2023-09-13,32568.96,1379851,33310.01,4942432,11155.70,0,0.00,0,32702.40,13189399,54055.15,150159,38200.98,6844954,0.00,0,-0.0029,0.077,132.64,434
2023-09-14,23347.48,1221677,33260.50,5518337,55346.19,0,0.00,0,32200.55,12941912,56255.43,149466,38721.74,6374359,0.00,0,-0.0029,0.077,132.64,396
2023-09-15,18391.36,651243,30281.69,5164596,11155.70,0,0.00,0,32184.75,12298846,56505.78,154015,39373.77,6113059,0.00,0,-0.0029,0.077,132.64,364
2023-09-16,20898.90,605892,32125.17,3796433,0.00,0,0.00,0,31065.95,11410047,53269.34,137988,42287.77,6051257,0.00,0,-0.0029,0.077,132.64,254
2023-09-17,28717.86,644623,31663.43,3949994,246471.12,0,0.00,0,30697.29,10908282,56091.11,153688,45438.75,7239681,0.00,0,-0.0029,0.077,132.64,289
2023-09-18,18437.19,580835,37113.56,5815530,0.00,0,0.00,0,30796.39,11874515,56056.93,148571,42431.14,6856305,0.00,0,-0.0029,0.077,132.64,344
2023-09-19,24165.36,573024,42538.74,5686559,0.00,0,0.00,0,40480.20,17018799,56253.72,175258,47516.11,6544101,0.00,0,-0.0029,0.077,132.64,478
2023-09-20,12946.74,468771,45224.07,6210642,0.00,0,0.00,0,45050.10,18080662,55644.62,164756,53697.20,8082490,0.00,0,-0.0029,0.077,132.64,550
2023-09-21,19180.78,446451,47105.73,5160498,0.00,0,0.00,0,38664.29,16575973,57695.56,136967,50049.54,7490415,0.00,0,-0.0029,0.077,132.64,448
2023-09-22,40199.47,1354534,39546.34,4373617,0.00,0,0.00,0,37381.28,14184648,54679.01,133183,53891.59,7897465,0.00,0,-0.0029,0.077,132.64,444
2023-09-23,26384.33,671258,40124.45,3553217,174620.42,0,0.00,0,37303.85,12074434,54114.37,145059,56881.20,8620448,0.00,0,-0.0029,0.077,132.64,402
2023-09-24,19867.83,501748,38796.66,3624328,984908.56,0,0.00,0,36746.19,12115266,54123.30,134265,61614.44,10165986,0.00,0,-0.0029,0.077,132.64,393
2023-09-25,17294.32,440253,43999.94,4193416,135995.64,0,0.00,0,35076.12,13559407,59869.40,145613,60761.88,10843930,0.00,0,-0.0029,0.077,132.64,448
2023-09-26,112205.50,1605618,38462.02,3727621,0.00,0,0.00,0,33403.68,11836291,55994.50,137469,59694.78,8153784,0.00,0,-0.0029,0.077,132.64,404
2023-09-27,8005.48,314321,41467.79,5109886,0.00,0,0.00,0,33501.22,11955669,53461.97,131159,59990.67,9145065,0.00,0,-0.0029,0.077,132.64,451
2023-09-28,7015.93,236306,35157.42,5572635,0.00,0,0.00,0,33984.82,10379462,53215.45,148058,59669.29,11064735,0.00,0,-0.0029,0.077,132.64,447
2023-09-29,18243.99,530871,48759.94,4491941,25682.45,0,0.00,0,29764.56,9341257,48842.33,130579,49784.21,7696877,0.00,0,-0.0029,0.077,132.64,410
2023-09-30,32484.74,631766,73872.81,9866726,0.00,0,0.00,0,26369.83,6847743,51375.67,141070,48947.06,6902117,0.00,0,-0.0029,0.077,132.64,399
2023-10-01,13057.18,434264,55102.36,10046148,0.00,0,0.00,0,42266.21,16819022,50887.49,141489,40305.02,8601739,0.00,0,0.0059,0.074,132.75,503
2023-10-02,13806.87,446823,56415.64,11065578,0.00,0,0.00,0,43580.40,16050902,53361.07,141834,41378.41,8987195,0.00,0,0.0059,0.074,132.75,401
2023-10-03,7370.45,214353,52488.81,10204090,0.00,0,0.00,0,43719.68,16283228,50856.37,114237,40607.33,9370148,0.00,0,0.0059,0.074,132.75,507
2023-10-04,5350.83,143217,54756.08,8339724,0.00,0,0.00,0,43434.98,15316446,52890.55,135799,40192.37,7789610,0.00,0,0.0059,0.074,132.75,513
2023-10-05,8345.64,249913,50361.84,9963272,0.00,0,0.00,0,42859.34,15393702,45229.96,214683,40018.50,7466266,0.00,0,0.0059,0.074,132.75,474
2023-10-06,7285.01,183029,55963.51,8514748,0.00,0,0.00,0,35727.20,12965644,52875.14,535114,38083.10,6424387,0.00,0,0.0059,0.074,132.75,393
2023-10-07,23307.37,1250357,60287.65,9283535,0.00,0,0.00,0,35102.52,12445443,46674.82,137755,38484.29,7105622,0.00,0,0.0059,0.074,132.75,516
2023-10-08,11728.90,513962,73249.55,10760007,215773.01,0,0.00,0,34730.47,12847666,63115.41,223218,43465.55,8870830,0.00,0,0.0059,0.074,132.75,577
2023-10-09,11122.64,446197,73165.82,8209659,0.00,0,0.00,0,53573.39,19634209,63629.00,173517,51031.83,10052875,0.00,0,0.0059,0.074,132.75,540
2023-10-10,10121.85,365470,71924.92,6898521,17297.23,0,54372.83,0,63376.42,21670244,57632.90,155933,68203.90,12476426,0.00,0,0.0059,0.074,132.75,557
2023-10-11,9868.96,390333,93170.00,8308892,121657.46,0,69384.83,0,69818.03,22186800,56331.01,141013,65380.36,12056829,0.00,0,0.0059,0.074,132.75,479
2023-10-12,5539.43,160307,114261.57,8920921,17297.23,0,63951.14,0,69920.27,21441871,61460.26,152358,75458.03,15045304,0.00,0,0.0059,0.074,132.75,474
2023-10-13,8674.90,160285,120725.00,11353626,42132.02,0,57005.24,0,69214.78,22708774,66383.56,152436,73463.86,16457753,0.00,0,0.0059,0.074,132.75,562
2023-10-14,8610.89,300506,102444.72,6979847,0.00,0,9480.00,0,74855.81,23887714,58839.52,143194,76031.97,18806618,0.00,0,0.0059,0.074,132.75,513
2023-10-15,11568.90,514327,125543.23,8495996,96532.80,0,9480.00,0,77927.04,25416098,66683.62,149420,80429.11,16972606,0.00,0,0.0059,0.074,132.75,553
2023-10-16,11284.40,467016,546795.90,91525878,7338.38,0,55601.39,0,74964.80,25993299,69747.43,164060,77062.31,16864327,578672.35,58344356,0.0059,0.074,132.75,753
2023-10-17,9601.08,314199,117977.86,10176033,42132.02,0,50752.04,0,72421.48,24729261,67662.91,158916,79262.62,16851446,0.00,0,0.0059,0.074,132.75,699
2023-10-18,18236.75,950442,114894.00,13081652,6229.85,0,54198.86,0,70893.11,22364225,65134.19,149557,82362.29,19270592,0.00,0,0.0059,0.074,132.75,539
2023-10-19,12511.89,538091,114143.82,16958628,33406.39,0,49942.46,0,68146.33,21996227,66444.92,149895,84176.73,15729567,0.00,0,0.0059,0.074,132.75,464
2023-10-20,50033.02,769665,98058.76,8254506,0.00,0,46816.91,0,62529.83,17845266,68299.56,149620,85384.76,16771889,0.00,0,0.0059,0.074,132.75,433
2023-10-21,39387.80,697635,89447.14,7828033,0.00,0,9480.00,0,62640.51,16354672,65069.45,134790,83538.61,16899158,0.00,0,0.0059,0.074,132.75,477
2023-10-22,14688.61,441279,113730.53,10455238,528078.82,0,9480.00,0,51443.80,14863791,63221.24,119646,86387.62,19448859,0.00,0,0.0059,0.074,132.75,535
2023-10-23,112427.39,1909509,88324.88,8820863,11399.37,0,22466.70,0,43202.57,13789588,76691.40,141953,51987.67,10290068,0.00,0,0.0059,0.074,132.75,453
2023-10-24,18580.66,554843,81959.24,6863908,36962.50,0,64423.49,0,36960.25,11240826,69181.85,144783,32122.44,6379014,0.00,0,0.0059,0.074,132.75,499
2023-10-25,27467.05,648258,100237.72,7562112,11399.37,0,57697.94,0,36619.16,11565892,63480.98,145716,30936.47,5186847,0.00,0,0.0059,0.074,132.75,492
2023-10-26,15116.88,435593,104850.49,7871563,445894.82,0,63068.24,0,33396.87,9552084,66212.83,157440,29701.67,5000025,0.00,0,0.0059,0.074,132.75,484
2023-10-27,9223.13,352185,86936.68,8069414,19381.99,0,61937.39,0,30184.57,7994756,61574.96,145994,32117.56,6217616,0.00,0,0.0059,0.074,132.75,455
2023-10-28,10341.87,407309,87370.92,9611549,174620.42,0,24533.69,0,26480.84,7094201,60377.77,141722,35209.36,6020592,0.00,0,0.0059,0.074,132.75,382
2023-10-29,10495.16,378535,103351.96,10688281,747798.56,0,24533.69,0,28846.63,7131699,60451.81,142074,36614.07,7935093,0.00,0,0.0059,0.074,132.75,477
2023-10-30,9747.77,350846,102597.99,9531617,159049.69,0,48782.07,0,17857.24,6295032,64610.49,154752,42015.86,9125184,0.00,0,0.0059,0.074,132.75,443
2023-10-31,7832.98,323665,98481.32,7644246,152185.02,0,49595.07,0,21974.27,4536604,59603.59,137130,42212.88,7246341,0.00,0,0.0059,0.074,132.75,391
2023-11-01,13690.87,414123,62936.48,8415939,0.00,0,41502.72,0,62470.64,20916711,56804.70,130942,41756.67,7765251,0.00,0,0.0041,0.074,129.74,235
2023-11-02,20993.09,706004,57088.09,6561328,90217.19,0,0.00,0,59288.55,17782205,49958.98,124945,64910.00,10816142,0.00,0,0.0041,0.074,129.74,209
2023-11-03,16948.08,555627,72957.34,5696733,129069.47,0,0.00,0,61491.37,18244846,53934.93,125471,60462.99,9041800,0.00,0,0.0041,0.074,129.74,290
2023-11-04,15803.27,551330,58820.28,3947219,0.00,0,0.00,0,60674.36,16609670,54008.15,122640,60859.32,8733472,0.00,0,0.0041,0.074,129.74,206
2023-11-05,20519.25,564075,76828.83,8847169,312305.81,0,0.00,0,59420.14,16469894,62707.54,117630,70854.26,11912166,0.00,0,0.0041,0.074,129.74,244
2023-11-06,16795.18,548790,69130.53,7553080,32793.99,0,46966.65,0,59087.03,16715347,64534.41,127461,65535.53,11144156,0.00,0,0.0041,0.074,129.74,251
2023-11-07,15638.78,507708,54869.81,5399975,0.00,0,52923.60,0,57850.12,15555687,59866.25,128442,64448.12,9841618,0.00,0,0.0041,0.074,129.74,227
2023-11-08,19389.68,556144,62990.54,5206335,0.00,0,41840.37,0,60078.61,15305438,57911.70,125147,61603.63,8825618,0.00,0,0.0041,0.074,129.74,184
